,Unnamed: 0.1,Unnamed: 0,Event ID,Event Date,Event Type,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor Title,Actor Name Raw,Recipient Name,Recipient Country,Recipient Title,Recipient Name Raw,Country,Raw Placename,Publication Date,Language,Version
86,86,86,20220118-5303-D47A568Be1Be_Sanction_Convict,2022-01-18,Sanction,-6.0,Material Conflict,Health,Punjab; Haryana,Pakistan; India,Region; State,Punjab Court; Haryana Court,Bikram Singh Majithia,India,Barrister,Bikram Singh Majithia,IND,"['[""[\'PB\', \'HR\']""]']",2022-01-18,English,Ngec_Coder-Vers001-B1-Run-001
87,87,87,20220119-5764-4Dc50C2E950F_Request,2022-01-19,Request,0.0,Verbal Conflict,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-01-19,English,Ngec_Coder-Vers001-B1-Run-001
88,88,88,20220119-4267-73Ba8Bb9198E_Accuse,2022-01-19,Accuse,-3.0,Verbal Conflict,Election,Suvendu Adhikari,India,Leader Of The Opposition,Suvendu Adhikari,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,IND,"['[""[\'WB\']""]']",2022-01-19,English,Ngec_Coder-Vers001-B1-Run-001
89,89,89,20220119-2452-643F0909C6F7_Request,2022-01-19,Request,0.0,Verbal Conflict,Health,Supreme Court Of The United Kingdom,United Kingdom,Court Of Appeals,The Supreme Court,Supreme Court,,Court Supreme,Supreme Court,IND,"['[""[\'BR\', \'AP\']""]']",2022-01-19,English,Ngec_Coder-Vers001-B1-Run-001
90,90,90,20220119-2824-0256A525B3Dd_Accuse,2022-01-19,Accuse,-3.0,Verbal Conflict,Election,Keshav Prasad Maurya,India,Deputy Prime Minister,Keshav Prasad Maurya,Akhilesh Yadav,India,Party President,Akhilesh Yadav,IND,"['[""[\'UP\']""]']",2022-01-19,English,Ngec_Coder-Vers001-B1-Run-001
91,91,91,20220120-4555-2D63E5E3237D_Request,2022-01-20,Request,0.0,Verbal Conflict,Election,Aam Aadmi Party,India,Political Party,Aam Aadmi Party,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'PB\']""]']",2022-01-20,English,Ngec_Coder-Vers001-B1-Run-001
92,92,92,20220120-4547-Ec86F91B54F2_Accuse,2022-01-20,Accuse,-3.0,Verbal Conflict,Election,Congee,,Diet,Congress,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,IND,"['[""[\'PB\']""]']",2022-01-20,English,Ngec_Coder-Vers001-B1-Run-001
93,93,93,20220120-4413-9519C8Bc0E12_Accuse,2022-01-20,Accuse,-3.0,Verbal Conflict,Health,Siddaramaiah,India,Member Of The Legislature,Siddaramaiah,Bharatiya Janata Party,India,Political Party,Bjp Government,IND,"['[""[\'KA\']""]']",2022-01-20,English,Ngec_Coder-Vers001-B1-Run-001
94,94,94,20220120-3012-79955D026Adb_Accuse,2022-01-20,Accuse,-3.0,Verbal Conflict,,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'WB\']""]']",2022-01-20,English,Ngec_Coder-Vers001-B1-Run-001
95,95,95,20220120-3385-92Dcae207D4D_Concede,2022-01-20,Concede,4.5,Verbal Cooperation,Election,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress,IND,"['[""[\'UK\']""]']",2022-01-20,English,Ngec_Coder-Vers001-B1-Run-001
96,96,96,20220121-2908-6Bc70A64D973_Accuse,2022-01-21,Accuse,-3.0,Verbal Conflict,,Bhupinder Singh Hooda,India,Member Of The Legislature,Bhupinder Singh Hooda,Bharatiya Janata Party,India,Political Party,Bjp - Jjp Coalition Government,IND,"['[""[\'HR\']""]']",2022-01-21,English,Ngec_Coder-Vers001-B1-Run-001
97,97,97,20220121-7043-86D287C2A179_Accuse,2022-01-21,Accuse,-3.0,Verbal Conflict,Election,Charanjit Singh Channi,India,Chief Minister,Charanjit Singh Channi,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2022-01-21,English,Ngec_Coder-Vers001-B1-Run-001
98,98,98,20220121-5214-Dd20D25A2E30_Accuse,2022-01-21,Accuse,-3.0,Verbal Conflict,Election,Charanjit Singh Channi,India,Chief Minister,Charanjit Singh Channi,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2022-01-21,English,Ngec_Coder-Vers001-B1-Run-001
99,99,99,20220121-0717-Ee1815F549F4_Coerce,2022-01-21,Coerce,-7.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'PB\']""]']",2022-01-21,English,Ngec_Coder-Vers001-B1-Run-001
100,100,100,20220121-5214-Dd20D25A2E30_Threaten,2022-01-21,Threaten,-3.5,Verbal Conflict,Election,Charanjit Singh Channi,India,Chief Minister,Charanjit Singh Channi,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'PB\']""]']",2022-01-21,English,Ngec_Coder-Vers001-B1-Run-001
101,101,101,20220121-4955-C9D1Ef5Db7B9_Accuse,2022-01-21,Accuse,-3.0,Verbal Conflict,Election,Charanjit Singh Channi,India,Chief Minister,Charanjit Singh Channi,Arvind Kejriwal,India,Chief Minister,Arvind Kejrwal,IND,"['[""[\'PB\']""]']",2022-01-21,English,Ngec_Coder-Vers001-B1-Run-001
102,102,102,20220121-4955-C9D1Ef5Db7B9_Threaten,2022-01-21,Threaten,-3.5,Verbal Conflict,Election,Charanjit Singh Channi,India,Chief Minister,Charanjit Singh Channi,Arvind Kejriwal,India,Chief Minister,Arvind Kejrwal,IND,"['[""[\'PB\']""]']",2022-01-21,English,Ngec_Coder-Vers001-B1-Run-001
103,103,103,20220121-5939-14Ca6612Bf2B_Accuse,2022-01-21,Accuse,-3.0,Verbal Conflict,,Bhupinder Singh Hooda,India,Member Of The Legislature,Bhupinder Singh Hooda,Bharatiya Janata Party,India,Political Party,Bjp - Jjp Coalition Government,IND,"['[""[\'HR\']""]']",2022-01-21,English,Ngec_Coder-Vers001-B1-Run-001
104,104,104,20220121-7043-86D287C2A179_Request,2022-01-21,Request,0.0,Verbal Conflict,Election,Charanjit Singh Channi,India,Chief Minister,Charanjit Singh Channi,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'PB\']""]']",2022-01-21,English,Ngec_Coder-Vers001-B1-Run-001
105,105,105,20220121-2771-Fb0Cab63F406_Concede,2022-01-21,Concede,4.5,Verbal Cooperation,,Amit Shah,India,"Previously Held A Gov Role, So Coded As Eli.",Amit Shah,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-01-21,English,Ngec_Coder-Vers001-B1-Run-001
106,106,106,20220123-7938-2A87Cd6D9Ca6_Request,2022-01-23,Request,0.0,Verbal Conflict,,Kerala High Court,India,High Court,Kerala High Court,Dileep,India,Actor,Dileep,IND,"['[""[\'KL\']""]']",2022-01-23,English,Ngec_Coder-Vers001-B1-Run-001
107,107,107,20220123-9522-1404Bb6Af1C6_Request,2022-01-23,Request,0.0,Verbal Conflict,,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Samajwadi Party,India,Political Party,Samajwadi Party,IND,"['[""[\'UP\']""]']",2022-01-23,English,Ngec_Coder-Vers001-B1-Run-001
108,108,108,20220123-8948-72580B8A6020_Accuse,2022-01-23,Accuse,-3.0,Verbal Conflict,,Kerala High Court,India,High Court,Kerala High Court,Dileep,India,Actor,Dileep,IND,"['[""[\'KL\']""]']",2022-01-23,English,Ngec_Coder-Vers001-B1-Run-001
109,109,109,20220123-9522-1404Bb6Af1C6_Accuse,2022-01-23,Accuse,-3.0,Verbal Conflict,,Yogi Adityanath,India,Chief Minister,Adityanath,Samajwadi Party,India,Political Party,Samajwadi Party,IND,"['[""[\'UP\']""]']",2022-01-23,English,Ngec_Coder-Vers001-B1-Run-001
110,110,110,20220123-0249-886F2C0912E7_Accuse,2022-01-23,Accuse,-3.0,Verbal Conflict,,Kerala High Court,India,High Court,Kerala High Court,Dileep,India,Actor,Dileep,IND,"['[""[\'KL\']""]']",2022-01-23,English,Ngec_Coder-Vers001-B1-Run-001
111,111,111,20220123-7938-2A87Cd6D9Ca6_Accuse,2022-01-23,Accuse,-3.0,Verbal Conflict,,Kerala High Court,India,High Court,Kerala High Court,Dileep,India,Actor,Dileep,IND,"['[""[\'KL\']""]']",2022-01-23,English,Ngec_Coder-Vers001-B1-Run-001
112,112,112,20220123-2033-Cb68Badbd54B_Accuse,2022-01-23,Accuse,-3.0,Verbal Conflict,,Uddhav Thackeray,India,Chief Minister,Uddhav Thackeray,Shiv Sena,India,Political Party,Shiv Sena,IND,"['[""[\'MH\']""]']",2022-01-23,English,Ngec_Coder-Vers001-B1-Run-001
113,113,113,20220123-8421-D700D8F6375F_Sanction,2022-01-23,Sanction,-6.0,Material Conflict,,Uddhav Thackeray,India,Chief Minister,Uddhav Thackeray,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'MH\']""]']",2022-01-23,English,Ngec_Coder-Vers001-B1-Run-001
114,114,114,20220123-6909-4B60Ef5C9C43_Aid,2022-01-23,Aid,10.0,Material Cooperation,,Amit Shah,India,"Previously Held A Gov Role, So Coded As Eli.",Union Home Minister Amit Shah,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'DL\']""]']",2022-01-23,English,Ngec_Coder-Vers001-B1-Run-001
115,115,115,20220123-9870-321E49B2D8Dc_Accuse,2022-01-23,Accuse,-3.0,Verbal Conflict,,Himanta Biswa Sarma,India,Chief Minister,Himanta Biswa Sarma,Congee,,Diet,The Congress,IND,"['[""[\'AS\']""]']",2022-01-23,English,Ngec_Coder-Vers001-B1-Run-001
116,116,116,20220123-7300-E22De3E431F0_Accuse,2022-01-23,Accuse,-3.0,Verbal Conflict,,Himanta Biswa Sarma,India,Chief Minister,Himanta Biswa Sarma,Congee,,Diet,Congress,IND,"['[""[\'AS\']""]']",2022-01-23,English,Ngec_Coder-Vers001-B1-Run-001
117,117,117,20220124-6582-724436B64C9F_Accuse,2022-01-24,Accuse,-3.0,Verbal Conflict,Election,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'UP\']""]']",2022-01-24,English,Ngec_Coder-Vers001-B1-Run-001
118,118,118,20220124-9847-499E53Bc1Eb4_Accuse,2022-01-24,Accuse,-3.0,Verbal Conflict,Election,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'UP\']""]']",2022-01-24,English,Ngec_Coder-Vers001-B1-Run-001
119,119,119,20220124-0328-129F8D3Ca625_Protest,2022-01-24,Protest,-5.0,Material Conflict,Election,Sukhbir Singh Badal,India,Member Of Parliament,Sukhbir Singh Badal,Aam Aadmi Party,India,Political Party,Aam Aadmi Party,IND,"['[""[\'PB\']""]']",2022-01-24,English,Ngec_Coder-Vers001-B1-Run-001
120,120,120,20220124-0328-129F8D3Ca625_Accuse,2022-01-24,Accuse,-3.0,Verbal Conflict,Election,Sukhbir Singh Badal,India,Member Of Parliament,Sukhbir Singh Badal,Aam Aadmi Party,India,Political Party,Aam Aadmi Party,IND,"['[""[\'PB\']""]']",2022-01-24,English,Ngec_Coder-Vers001-B1-Run-001
121,121,121,20220124-4312-F3F580509768_Protest,2022-01-24,Protest,-5.0,Material Conflict,Election,Sukhbir Singh Badal,India,Member Of Parliament,Sukhbir Singh Badal,Aam Aadmi Party,India,Political Party,Aam Aadmi Party,IND,"['[""[\'PB\']""]']",2022-01-24,English,Ngec_Coder-Vers001-B1-Run-001
122,122,122,20220124-4312-F3F580509768_Accuse,2022-01-24,Accuse,-3.0,Verbal Conflict,Election,Sukhbir Singh Badal,India,Member Of Parliament,Sukhbir Singh Badal,Aam Aadmi Party,India,Political Party,Aam Aadmi Party,IND,"['[""[\'PB\']""]']",2022-01-24,English,Ngec_Coder-Vers001-B1-Run-001
123,123,123,20220124-6707-Be4251053A22_Accuse,2022-01-24,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Sharjeel Imam,India,Student Protester,Sharjeel Imam,IND,"['[""[\'UP\']""]']",2022-01-24,English,Ngec_Coder-Vers001-B1-Run-001
124,124,124,20220124-8343-A69456F4Af88_Accuse,2022-01-24,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Sharjeel Imam,India,Student Protester,Sharjeel Imam,IND,"['[""[\'DL\']""]']",2022-01-24,English,Ngec_Coder-Vers001-B1-Run-001
125,125,125,20220124-6707-Be4251053A22_Coerce_Arrest,2022-01-24,Coerce,-7.0,Material Conflict,,Delhi High Court,India,High Court,Delhi Court,Sharjeel Imam,India,Student Protester,Sharjeel Imam,IND,"['[""[\'DL\']""]']",2022-01-24,English,Ngec_Coder-Vers001-B1-Run-001
126,126,126,20220124-4856-2Cd23D0D36Be_Coerce_Arrest,2022-01-24,Coerce,-7.0,Material Conflict,Election,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Satyendra Kumar Jain,India,Cabinet Minister,Satyendar Jain,IND,"['[""[\'DL\']""]']",2022-01-24,English,Ngec_Coder-Vers001-B1-Run-001
127,127,127,20220125-7544-A596400593Ff_Request,2022-01-25,Request,0.0,Verbal Conflict,Military,M. K. Stalin,India,Chief Minister,M.K. Stalin,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'TN\']""]']",2022-01-25,English,Ngec_Coder-Vers001-B1-Run-001
128,128,128,20220125-6872-35B7B4D5Bde5_Retreat,2022-01-25,Retreat,6.5,Material Cooperation,Election,Priyanka Gandhi,India,Secretary Of Civil,Priyanka Gandhi,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-01-25,English,Ngec_Coder-Vers001-B1-Run-001
129,129,129,20220125-4492-395Aeb21364A_Aid,2022-01-25,Aid,10.0,Material Cooperation,,M. K. Stalin,India,Chief Minister,Mk Stalin,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'TN\']""]']",2022-01-25,English,Ngec_Coder-Vers001-B1-Run-001
130,130,130,20220125-3135-145E4A1C85C4_Accuse,2022-01-25,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Sharjeel Imam,India,Student Protester,Sharjeel Imam,IND,"['[""[\'DL\']""]']",2022-01-25,English,Ngec_Coder-Vers001-B1-Run-001
131,131,131,20220127-4336-68B3722960E0_Sanction,2022-01-27,Sanction,-6.0,Material Conflict,Election,Congee,,Diet,Congress,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'PB\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
132,132,132,20220127-1378-8211D30660A3_Protest_Demo,2022-01-27,Protest,-5.0,Material Conflict,Election,Jayant Singh,India,Chairman Of The Council Of Ministers,Jayant Chaudhary,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'BR\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
133,133,133,20220127-9025-F7E0Da702B98_Request,2022-01-27,Request,0.0,Verbal Conflict,Election,Jayant Singh,India,Chairman Of The Council Of Ministers,Jayant Chaudhary,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'BR\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
134,134,134,20220127-9025-F7E0Da702B98_Accuse,2022-01-27,Accuse,-3.0,Verbal Conflict,Election,Jayant Singh,India,Chairman Of The Council Of Ministers,Jayant Chaudhary,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
135,135,135,20220127-1378-8211D30660A3_Request,2022-01-27,Request,0.0,Verbal Conflict,Election,Jayant Singh,India,Chairman Of The Council Of Ministers,Jayant Chaudhary,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'BR\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
136,136,136,20220127-6804-467B406F67A1_Request,2022-01-27,Request,0.0,Verbal Conflict,Election,Jayant Singh,India,Chairman Of The Council Of Ministers,Jayant Chaudhary,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'BR\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
137,137,137,20220127-5782-0F8824C2E7Cf_Accuse,2022-01-27,Accuse,-3.0,Verbal Conflict,Election,Pratibha Singh,India,Member Of Parliament,Kuldeep Singh Rathore,Bharatiya Janata Party,India,Political Party,Bjp - Led State Government,IND,"['[""[\'HP\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
138,138,138,20220127-6804-467B406F67A1_Accuse,2022-01-27,Accuse,-3.0,Verbal Conflict,Election,Jayant Singh,India,Chairman Of The Council Of Ministers,Jayant Chaudhary,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'BR\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
139,139,139,20220127-1378-8211D30660A3_Accuse,2022-01-27,Accuse,-3.0,Verbal Conflict,Election,Jayant Singh,India,Chairman Of The Council Of Ministers,Jayant Chaudhary,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'BR\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
140,140,140,20220127-7468-95E008Db1664_Request,2022-01-27,Request,0.0,Verbal Conflict,Election,Jayant Singh,India,Chairman Of The Council Of Ministers,Jayant Chaudhary,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'BR\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
141,141,141,20220127-7468-95E008Db1664_Accuse,2022-01-27,Accuse,-3.0,Verbal Conflict,Election,Jayant Singh,India,Chairman Of The Council Of Ministers,Jayant Chaudhary,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'BR\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
142,142,142,20220127-7468-95E008Db1664_Protest_Demo,2022-01-27,Protest,-5.0,Material Conflict,Election,Jayant Singh,India,Chairman Of The Council Of Ministers,Jayant Chaudhary,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'BR\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
143,143,143,20220127-6726-Bcb5Fdc24849_Retreat,2022-01-27,Retreat,6.5,Material Cooperation,Election,Bharatiya Janata Party,India,Political Party,Bjp,Election Commission,,Elected Bodies,Election Commission,IND,"['[""[\'UK\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
144,144,144,20220127-8760-6706D49529D5_Accuse,2022-01-27,Accuse,-3.0,Verbal Conflict,Human_Security,Kerala High Court,India,High Court,Kerala High Court,Dileep,India,Actor,Dileep,IND,"['[""[\'KL\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
145,145,145,20220127-7714-3176074A09A2_Sanction,2022-01-27,Sanction,-6.0,Material Conflict,Election,Congee,,Diet,Congress,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'PB\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
146,146,146,20220127-8250-517485380Daf_Sanction,2022-01-27,Sanction,-6.0,Material Conflict,Election,Pratibha Singh,India,Member Of Parliament,Kuldeep Singh Rathore,Bharatiya Janata Party,India,Political Party,Bjp - Led State Government,IND,"['[""[\'HP\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
147,147,147,20220127-6804-467B406F67A1_Protest_Demo,2022-01-27,Protest,-5.0,Material Conflict,Election,Jayant Singh,India,Chairman Of The Council Of Ministers,Jayant Chaudhary,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'BR\']""]']",2022-01-27,English,Ngec_Coder-Vers001-B1-Run-001
148,148,148,20220128-8444-Ce39E236F3E1_Accuse,2022-01-28,Accuse,-3.0,Verbal Conflict,Election,Amit Shah,India,"Previously Held A Gov Role, So Coded As Eli.",Amit Shah,Congee,,Diet,Congress,IND,"['[""[\'UK\']""]']",2022-01-28,English,Ngec_Coder-Vers001-B1-Run-001
149,149,149,20220128-3527-C6371E94C4Ef_Accuse,2022-01-28,Accuse,-3.0,Verbal Conflict,Election,Amit Shah,India,"Previously Held A Gov Role, So Coded As Eli.",Amit Shah,Congee,,Diet,Congress,IND,"['[""[\'UK\']""]']",2022-01-28,English,Ngec_Coder-Vers001-B1-Run-001
150,150,150,20220128-4967-Ef395C73125C_Protest_Demo,2022-01-28,Protest,-5.0,Material Conflict,Election,Jayant Singh,India,Chairman Of The Council Of Ministers,Jayant Chaudhary,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-01-28,English,Ngec_Coder-Vers001-B1-Run-001
151,151,151,20220128-3658-5Bd25616B3D3_Concede,2022-01-28,Concede,4.5,Verbal Cooperation,,Supreme Court,,Court Supreme,Supreme Court,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'MH\']""]']",2022-01-28,English,Ngec_Coder-Vers001-B1-Run-001
152,152,152,20220128-1216-F05Adc3E99B8_Assault,2022-01-28,Assault,-9.0,Material Conflict,Election,Keshav Prasad Maurya,India,Deputy Prime Minister,Keshav Prasad Maurya,Akhilesh Yadav,India,Party President,Akhilesh Yadav,IND,"['[""[\'UP\']""]']",2022-01-28,English,Ngec_Coder-Vers001-B1-Run-001
153,153,153,20220128-6669-F4538C4F03C2_Concede,2022-01-28,Concede,4.5,Verbal Cooperation,,Supreme Court,,Court Supreme,Supreme Court,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'MH\']""]']",2022-01-28,English,Ngec_Coder-Vers001-B1-Run-001
154,154,154,20220129-0710-1479293F36B2_Aid,2022-01-29,Aid,10.0,Material Cooperation,Diplomatic,Narendra Modi,India,Prime Minister,Narendra Modi,Narendra Modi,India,Prime Minister,"India 'S Prime Minister , Narendra Modi",IND,"['[""[\'IN\']""]']",2022-01-29,English,Ngec_Coder-Vers001-B1-Run-001
155,155,155,20220129-7196-Cdc0E3061257_Request,2022-01-29,Request,0.0,Verbal Conflict,Election,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-01-29,English,Ngec_Coder-Vers001-B1-Run-001
156,156,156,20220129-1296-4D1908923E2F_Accuse,2022-01-29,Accuse,-3.0,Verbal Conflict,,Kerala High Court,India,High Court,Kerala High Court,Dileep,India,Actor,Dileep,IND,"['[""[\'KL\']""]']",2022-01-29,English,Ngec_Coder-Vers001-B1-Run-001
157,157,157,20220130-3366-3D057A354Ef0_Request,2022-01-30,Request,0.0,Verbal Conflict,Election,Amit Shah,India,"Previously Held A Gov Role, So Coded As Eli.",Amit Shah,Congee,,Diet,Congress Leaders,IND,"['[""[\'GA\']""]']",2022-01-30,English,Ngec_Coder-Vers001-B1-Run-001
158,158,158,20220130-9817-8139C3F9D47B_Accuse,2022-01-30,Accuse,-3.0,Verbal Conflict,,Uddhav Thackeray,India,Chief Minister,Uddhav Thackeray,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'MH\']""]']",2022-01-30,English,Ngec_Coder-Vers001-B1-Run-001
159,159,159,20220130-7181-5Efa83D9620C_Accuse,2022-01-30,Accuse,-3.0,Verbal Conflict,,Uddhav Thackeray,India,Chief Minister,Uddhav Thackeray,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'MH\']""]']",2022-01-30,English,Ngec_Coder-Vers001-B1-Run-001
160,160,160,20220130-1655-35B35664D261_Concede,2022-01-30,Concede,4.5,Verbal Cooperation,Election,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-01-30,English,Ngec_Coder-Vers001-B1-Run-001
